province;red;green;blue;x;x
4945;146;192;87;x;x
4946;162;172;167;x;x
4947;175;238;220;x;x
4948;127;206;52;x;x
4949;177;1;106;x;x
4950;82;224;24;x;x
4951;204;172;211;x;x
4952;12;130;255;x;x
4953;227;178;89;x;x
4954;243;1;126;x;x
4955;224;197;133;x;x
4956;237;105;123;x;x
4957;52;202;122;x;x
4958;73;234;37;x;x
4959;29;20;214;x;x
4960;125;111;62;x;x
4961;2;56;2;x;x
4962;199;157;182;x;x
4963;173;129;108;x;x
4964;99;68;234;x;x
4965;170;12;55;x;x
4966;198;92;216;x;x
4967;175;20;23;x;x
4968;14;219;243;x;x
4969;2;215;185;x;x
4970;183;57;104;x;x
4971;57;154;247;x;x
4972;192;45;20;x;x
4973;97;103;122;x;x
4974;121;228;127;x;x
4975;188;117;154;x;x
4976;151;104;47;x;x
4977;212;116;39;x;x
4978;229;20;98;x;x
4979;54;200;187;x;x
4980;211;6;64;x;x
4981;130;94;226;x;x
4982;191;85;168;x;x
4983;68;181;205;x;x
4984;116;192;127;x;x
4985;247;103;222;x;x
4986;152;196;40;x;x
4987;243;116;171;x;x
4988;145;103;70;x;x
4989;27;38;24;x;x
4990;53;229;156;x;x
4991;38;57;250;x;x
4992;130;144;44;x;x
4993;57;153;94;x;x
4994;125;200;48;x;x
4995;183;76;234;x;x
4996;30;62;245;x;x
4997;173;56;93;x;x
4998;7;218;146;x;x
4999;233;79;185;x;x
5000;25;213;0;x;x
5001;201;119;196;x;x
5002;224;148;148;x;x
5003;154;62;253;x;x
5004;120;70;17;x;x
5005;230;74;149;x;x
5006;208;101;238;x;x
5007;90;169;146;x;x
5008;213;208;91;x;x
5009;169;104;52;x;x
5010;54;189;24;x;x
5011;216;153;193;x;x
5012;132;114;84;x;x
5013;191;181;107;x;x
5014;123;96;136;x;x
5015;46;246;126;x;x
5016;196;135;173;x;x
5017;78;100;7;x;x
5018;127;107;38;x;x
5019;185;136;253;x;x
5020;89;123;176;x;x
5021;154;24;240;x;x
5022;113;140;245;x;x
5023;210;197;124;x;x
5024;122;217;14;x;x
5025;109;48;65;x;x
5026;159;7;184;x;x
5027;17;111;0;x;x
5028;150;71;247;x;x
5029;102;6;172;x;x
5030;15;133;105;x;x
5031;90;147;153;x;x
5032;59;86;251;x;x
5033;151;69;33;x;x
5034;168;230;52;x;x
5035;147;127;29;x;x
5036;1;163;78;x;x
5037;146;41;46;x;x
5038;45;169;223;x;x
5039;57;168;176;x;x
5040;177;136;2;x;x
5041;199;186;95;x;x
5042;219;106;234;x;x
5043;145;143;32;x;x
5044;185;20;25;x;x
5045;229;218;116;x;x
5046;61;45;189;x;x
5047;163;94;218;x;x
5048;27;11;26;x;x
5049;184;48;140;x;x
5050;137;252;242;x;x
5051;88;218;110;x;x
5052;68;10;253;x;x
5053;251;219;54;x;x
5054;150;93;6;x;x
5055;61;183;52;x;x
5056;179;118;216;x;x
5057;55;45;192;x;x
5058;97;201;222;x;x
5059;236;186;87;x;x
5060;75;72;205;x;x
5061;236;140;251;x;x
5062;158;91;238;x;x
5063;182;73;97;x;x
5064;126;133;94;x;x
5065;189;250;18;x;x
5066;103;215;183;x;x
5067;50;58;125;x;x
5068;89;108;171;x;x
5069;151;36;218;x;x
5070;111;106;95;x;x
5071;74;187;250;x;x
5072;248;183;126;x;x
5073;147;24;147;x;x
5074;118;19;93;x;x
5075;48;226;22;x;x
5076;253;251;192;x;x
5077;252;237;209;x;x
5078;219;138;47;x;x
5079;248;215;170;x;x
5080;199;213;189;x;x
5081;249;175;200;x;x
5082;41;249;253;x;x
5083;117;215;26;x;x
5084;172;103;252;x;x
5085;34;178;119;x;x
5086;132;100;95;x;x
5087;181;153;95;x;x
5088;237;33;122;x;x
5089;87;16;158;x;x
5090;46;239;109;x;x
5091;206;36;249;x;x
5092;8;166;217;x;x
5093;237;194;98;x;x
5094;98;147;128;x;x
5095;146;10;58;x;x
5096;158;229;172;x;x
5097;245;165;204;x;x
5098;118;53;31;x;x
5099;52;188;230;x;x
5100;43;158;134;x;x
5101;31;71;7;x;x
5102;165;38;52;x;x
5103;68;100;190;x;x
5104;171;215;14;x;x
5105;141;196;62;x;x
5106;243;6;192;x;x
5107;137;68;178;x;x
5108;137;5;196;x;x
5109;49;186;73;x;x
5110;121;157;82;x;x
5111;5;143;96;x;x
5112;224;129;83;x;x
5113;130;177;16;x;x
5114;232;67;33;x;x
5115;231;29;183;x;x
5116;35;96;235;x;x
5117;181;35;171;x;x
5118;205;127;123;x;x
5119;241;240;218;x;x
5120;8;18;79;x;x
5121;48;112;88;x;x
5122;247;111;145;x;x
5123;141;133;105;x;x
5124;68;169;3;x;x
5125;27;189;50;x;x
5126;82;176;227;x;x
5127;13;54;26;x;x
5128;73;113;174;x;x
5129;3;121;204;x;x
5130;122;182;142;x;x
5131;89;125;134;x;x
5132;101;11;92;x;x
5133;29;216;59;x;x
5134;119;207;201;x;x
5135;5;61;245;x;x
5136;33;112;71;x;x
5137;255;126;9;x;x
5138;160;254;227;x;x
5139;195;32;71;x;x
5140;157;42;1;x;x
5141;75;0;37;x;x
5142;161;93;147;x;x
5143;96;49;37;x;x
5144;58;66;7;x;x
5145;111;168;211;x;x
5146;6;25;216;x;x
5147;129;91;202;x;x
5148;179;229;21;x;x
5149;128;120;37;x;x
5150;71;135;83;x;x
5151;160;232;79;x;x
5152;235;9;8;x;x
5153;204;96;218;x;x
5154;6;104;18;x;x
5155;54;159;118;x;x
5156;49;51;21;x;x
5157;213;32;40;x;x
5158;35;69;48;x;x
5159;117;79;58;x;x
5160;128;77;69;x;x
5161;135;226;31;x;x
5162;157;229;54;x;x
5163;2;189;48;x;x
5164;209;89;237;x;x
5165;134;117;18;x;x
5166;33;206;185;x;x
5167;214;88;196;x;x
5168;3;134;241;x;x
5169;250;94;230;x;x
5170;239;195;214;x;x
5171;118;245;215;x;x
5172;31;245;4;x;x
5173;50;115;19;x;x
5174;184;21;117;x;x
5175;218;35;73;x;x
5176;218;180;40;x;x
5177;124;145;164;x;x
5178;249;171;247;x;x
5179;52;251;162;x;x
5180;195;168;70;x;x
5181;14;133;103;x;x
5182;8;5;129;x;x
5183;206;133;91;x;x
5184;184;152;122;x;x
5185;145;162;155;x;x
5186;162;153;244;x;x
5187;190;67;140;x;x
5188;89;97;21;x;x
5189;82;234;155;x;x
5190;44;25;207;x;x
5191;255;63;161;x;x
5192;160;71;14;x;x
5193;121;103;121;x;x
5194;72;104;151;x;x
5195;149;210;175;x;x
5196;171;109;230;x;x
5197;150;106;245;x;x
5198;179;221;191;x;x
5199;129;23;113;x;x
5200;101;252;12;x;x
5201;239;160;15;x;x
5202;197;7;40;x;x
5203;124;118;93;x;x
5204;100;64;202;x;x
5205;70;138;254;x;x
5206;20;88;103;x;x
5207;20;69;11;x;x
5208;153;150;153;x;x
5209;235;245;188;x;x
5210;129;137;85;x;x
5211;79;86;7;x;x
5212;77;89;34;x;x
5213;115;89;182;x;x
5214;240;36;25;x;x
5215;230;157;233;x;x
5216;145;145;21;x;x
5217;183;252;14;x;x
5218;170;173;251;x;x
5219;65;111;173;x;x
5220;194;66;159;x;x
5221;187;245;185;x;x
5222;171;20;74;x;x
5223;97;68;133;x;x
5224;123;170;48;x;x
5225;121;182;254;x;x
5226;212;208;131;x;x
5227;39;204;164;x;x
5228;73;251;55;x;x
5229;74;105;157;x;x
5230;60;255;122;x;x
5231;27;10;102;x;x
5232;26;16;238;x;x
5233;226;182;155;x;x
5234;78;162;236;x;x
5235;132;199;179;x;x
5236;122;161;60;x;x
5237;102;170;180;x;x
5238;133;150;157;x;x
5239;217;30;210;x;x
5240;27;124;34;x;x
5241;85;237;222;x;x
5242;111;248;207;x;x
5243;132;39;146;x;x
5244;201;54;202;x;x
5245;136;177;39;x;x
5246;136;67;87;x;x
5247;32;171;75;x;x
5248;250;225;31;x;x
5249;138;250;86;x;x
5250;157;146;63;x;x
5251;170;72;74;x;x
5252;9;178;165;x;x
5253;165;98;39;x;x
5254;89;164;53;x;x
5255;252;194;173;x;x
5256;160;8;82;x;x
5257;51;151;255;x;x
5258;214;4;225;x;x
5259;138;89;48;x;x
5260;92;31;180;x;x
5261;138;43;51;x;x
5262;124;49;90;x;x
5263;30;106;138;x;x
5264;133;110;89;x;x
5265;71;106;122;x;x
5266;29;104;129;x;x
5267;190;109;230;x;x
5268;162;254;102;x;x
5269;245;225;89;x;x
5270;127;149;238;x;x
5271;238;148;114;x;x
5272;20;226;83;x;x
5273;17;162;188;x;x
5274;222;143;34;x;x
5275;130;252;18;x;x
5276;247;209;238;x;x
5277;40;41;182;x;x
5278;83;47;15;x;x
5279;86;92;142;x;x
5280;53;208;190;x;x
5281;221;147;234;x;x
5282;18;237;182;x;x
5283;254;148;152;x;x
5284;79;204;139;x;x
5285;17;152;35;x;x
5286;31;5;231;x;x
5287;135;212;254;x;x
5288;12;220;81;x;x
5289;101;227;203;x;x
5290;51;10;123;x;x
5291;115;88;59;x;x
5292;93;9;110;x;x
5293;216;46;32;x;x
5294;141;102;238;x;x
5295;167;211;249;x;x
5296;234;41;200;x;x
5297;156;9;159;x;x
5298;235;94;4;x;x
5299;9;150;170;x;x
5300;153;116;29;x;x
5301;38;124;79;x;x
5302;238;56;26;x;x
5303;70;127;41;x;x
5304;47;45;69;x;x
5305;214;153;197;x;x
5306;193;98;7;x;x
5307;3;218;232;x;x
5308;250;10;12;x;x
5309;46;53;16;x;x
5310;174;113;222;x;x
5311;107;219;243;x;x
5312;120;254;48;x;x
5313;96;53;7;x;x
5314;240;83;110;x;x
5315;153;199;171;x;x
5316;175;20;94;x;x
5317;56;252;66;x;x
5318;170;71;250;x;x
5319;57;122;199;x;x
5320;122;114;88;x;x
5321;66;151;129;x;x
5322;79;221;1;x;x
5323;158;206;100;x;x
5324;150;161;142;x;x
5325;128;66;45;x;x
5326;233;54;129;x;x
5327;250;71;208;x;x
5328;240;132;14;x;x
5329;34;59;172;x;x
5330;148;69;6;x;x
5331;50;238;220;x;x
5332;73;166;0;x;x
5333;250;157;97;x;x
5334;183;191;5;x;x
5335;148;211;49;x;x
5336;181;140;253;x;x
5337;203;65;67;x;x
5338;116;230;6;x;x
5339;150;27;178;x;x
5340;250;210;118;x;x
5341;225;98;19;x;x
5342;252;233;22;x;x
5343;182;181;154;x;x
5344;174;221;77;x;x
5345;195;247;125;x;x
5346;131;252;36;x;x
5347;201;141;164;x;x
5348;187;50;235;x;x
5349;32;180;237;x;x
5350;151;139;155;x;x
5351;102;201;45;x;x
5352;98;220;45;x;x
5353;171;52;26;x;x
5354;81;73;242;x;x
5355;193;3;224;x;x
5356;59;26;19;x;x
5357;115;178;241;x;x
5358;206;178;118;x;x
5359;85;59;23;x;x
5360;105;101;170;x;x
5361;139;165;240;x;x
5362;175;127;10;x;x
5363;249;157;252;x;x
5364;177;136;39;x;x
5365;239;236;130;x;x
5366;53;35;106;x;x
5367;43;219;180;x;x
5368;77;46;204;x;x
5369;233;57;123;x;x
5370;201;201;56;x;x
5371;149;86;57;x;x
5372;1;206;190;x;x
5373;78;241;57;x;x
5374;66;111;159;x;x
5375;12;153;100;x;x
5376;221;67;218;x;x
5377;14;54;190;x;x
5378;156;33;143;x;x
5379;145;165;131;x;x
5380;166;207;237;x;x
5381;106;32;12;x;x
5382;108;11;12;x;x
5383;125;192;168;x;x
5384;230;127;103;x;x
5385;122;231;99;x;x
5386;235;253;118;x;x
5387;236;207;199;x;x
5388;189;84;47;x;x
5389;170;213;139;x;x
5390;246;151;106;x;x
5391;145;182;8;x;x
5392;151;40;58;x;x
5393;60;224;93;x;x
5394;146;19;172;x;x
5395;96;227;82;x;x
5396;109;155;207;x;x
5397;90;96;94;x;x
5398;150;70;104;x;x
5399;154;25;221;x;x
5400;44;17;132;x;x
5401;80;55;143;x;x
5402;254;67;209;x;x
5403;161;145;196;x;x
5404;3;86;21;x;x
5405;32;219;11;x;x
5406;187;104;37;x;x
5407;161;244;108;x;x
5408;83;4;153;x;x
5409;232;94;229;x;x
5410;212;120;30;x;x
5411;120;39;120;x;x
5412;119;177;115;x;x
5413;153;71;140;x;x
5414;101;252;53;x;x
5415;133;40;52;x;x
5416;222;0;7;x;x
5417;59;106;80;x;x
5418;248;194;143;x;x
5419;104;146;13;x;x
5420;216;141;146;x;x
5421;241;202;239;x;x
5422;104;140;162;x;x
5423;114;134;12;x;x
5424;49;232;159;x;x
5425;15;211;98;x;x
5426;197;184;253;x;x
5427;223;42;203;x;x
5428;217;72;205;x;x
5429;31;237;207;x;x
5430;76;146;159;x;x
5431;235;176;62;x;x
5432;131;139;217;x;x
5433;163;26;41;x;x
5434;95;221;214;x;x
5435;99;55;57;x;x
5436;78;83;208;x;x
5437;252;225;150;x;x
5438;213;30;82;x;x
5439;229;157;58;x;x
5440;94;102;177;x;x
5441;175;5;91;x;x
5442;30;47;63;x;x
5443;221;69;21;x;x
5444;67;179;192;x;x
5445;196;240;53;x;x
5446;40;234;108;x;x
5447;209;45;222;x;x
5448;214;236;160;x;x
5449;45;17;51;x;x
5450;241;15;85;x;x
5451;48;131;208;x;x
5452;50;107;196;x;x
5453;153;202;231;x;x
5454;40;42;179;x;x
5455;109;212;199;x;x
5456;187;93;37;x;x
5457;96;69;23;x;x
5458;91;229;201;x;x
5459;70;213;239;x;x
5460;180;221;165;x;x
5461;21;188;84;x;x
5462;25;96;104;x;x
5463;178;90;188;x;x
5464;136;7;146;x;x
5465;206;168;52;x;x
5466;244;78;145;x;x
5467;52;138;209;x;x
5468;216;189;176;x;x
5469;0;27;95;x;x
5470;174;247;70;x;x
5471;162;80;130;x;x
5472;16;66;178;x;x
5473;15;216;181;x;x
5474;240;184;38;x;x
5475;129;3;9;x;x
5476;106;13;95;x;x
5477;14;63;100;x;x
5478;206;85;247;x;x
5479;227;246;165;x;x
5480;184;41;78;x;x
5481;226;67;72;x;x
5482;133;52;139;x;x
5483;85;130;138;x;x
5484;48;52;228;x;x
5485;206;157;111;x;x
5486;103;182;153;x;x
5487;67;151;157;x;x
5488;75;182;247;x;x
5489;118;111;78;x;x
5490;144;97;147;x;x
5491;248;220;218;x;x
5492;206;239;162;x;x
5493;176;161;84;x;x
5494;88;54;252;x;x
5495;109;231;243;x;x
5496;84;254;174;x;x
5497;87;193;27;x;x
5498;117;69;79;x;x
5499;165;63;158;x;x
5500;255;71;92;x;x
5501;117;115;207;x;x
5502;171;204;162;x;x
5503;20;202;50;x;x
5504;33;238;12;x;x
5505;113;56;208;x;x
5506;77;43;171;x;x
5507;217;111;204;x;x
5508;215;146;190;x;x
5509;222;203;236;x;x
5510;45;61;252;x;x
5511;59;54;223;x;x
5512;20;134;39;x;x
5513;19;234;33;x;x
5514;96;19;156;x;x
5515;106;153;144;x;x
5516;129;191;193;x;x
5517;248;56;243;x;x
5518;78;111;150;x;x
5519;26;251;112;x;x
5520;214;193;132;x;x
5521;154;81;26;x;x
5522;247;175;64;x;x
5523;119;94;208;x;x
5524;111;1;181;x;x
5525;47;65;139;x;x
5526;192;113;238;x;x
5527;186;155;98;x;x
5528;47;47;3;x;x
5529;156;248;45;x;x
5530;30;147;12;x;x
5531;251;243;131;x;x
5532;2;3;96;x;x
5533;121;130;50;x;x
5534;124;143;217;x;x
5535;163;163;178;x;x
5536;122;55;185;x;x
5537;93;163;110;x;x
5538;94;202;67;x;x
5539;235;213;65;x;x
5540;16;66;51;x;x
5541;51;8;38;x;x
5542;93;219;114;x;x
5543;73;219;196;x;x
5544;213;20;202;x;x
5545;83;123;4;x;x
5546;101;4;245;x;x
5547;235;102;89;x;x
5548;100;183;69;x;x
5549;159;39;198;x;x
5550;65;17;135;x;x
5551;123;240;249;x;x
5552;79;26;231;x;x
5553;235;172;1;x;x
5554;23;194;191;x;x
5555;221;105;47;x;x
5556;218;63;214;x;x
5557;103;41;247;x;x
5558;193;126;255;x;x
5559;93;215;131;x;x
5560;84;170;169;x;x
5561;144;31;63;x;x
5562;16;203;17;x;x
5563;102;236;246;x;x
5564;159;39;127;x;x
5565;179;123;55;x;x
5566;20;144;99;x;x
5567;29;209;164;x;x
5568;229;245;181;x;x
5569;251;90;46;x;x
5570;130;131;121;x;x
5571;223;183;163;x;x
5572;162;212;7;x;x
5573;208;10;58;x;x
5574;17;172;178;x;x
5575;14;136;186;x;x
5576;123;250;138;x;x
5577;181;51;142;x;x
5578;173;49;20;x;x
5579;64;26;123;x;x
5580;189;71;176;x;x
5581;183;131;12;x;x
5582;211;124;144;x;x
5583;79;72;153;x;x
5584;26;121;106;x;x
5585;159;83;12;x;x
5586;127;121;220;x;x
5587;154;220;25;x;x
5588;89;221;177;x;x
5589;98;148;105;x;x
5590;161;92;156;x;x
5591;141;144;187;x;x
5592;231;58;5;x;x
5593;72;179;82;x;x
5594;70;186;206;x;x
5595;54;205;16;x;x
5596;7;111;65;x;x
5597;144;31;8;x;x
5598;23;126;21;x;x
5599;63;239;157;x;x
5600;189;233;227;x;x
5601;100;29;53;x;x
5602;148;4;209;x;x
5603;231;111;61;x;x
5604;182;236;163;x;x
5605;64;108;166;x;x
5606;82;60;28;x;x
5607;47;79;146;x;x
5608;97;103;223;x;x
5609;90;95;244;x;x
5610;143;100;51;x;x
5611;111;175;52;x;x
5612;4;120;10;x;x
5613;102;117;145;x;x
5614;97;211;163;x;x
5615;244;165;187;x;x
5616;198;155;237;x;x
5617;189;206;126;x;x
5618;151;229;252;x;x
5619;210;204;111;x;x
5620;140;168;88;x;x
5621;115;121;54;x;x
5622;228;61;39;x;x
5623;83;5;166;x;x
5624;158;40;91;x;x
5625;115;58;250;x;x
5626;33;93;191;x;x
5627;68;111;229;x;x
5628;78;65;164;x;x
5629;254;147;37;x;x
5630;140;127;7;x;x
5631;8;199;121;x;x
5632;72;204;140;x;x
5633;96;139;113;x;x
5634;158;14;228;x;x
5635;48;47;118;x;x
5636;159;217;195;x;x
5637;243;136;133;x;x
5638;212;68;121;x;x
5639;233;241;18;x;x
5640;208;1;140;x;x
5641;100;107;13;x;x
5642;59;22;78;x;x
5643;126;187;24;x;x
5644;68;168;221;x;x
5645;54;243;118;x;x
5646;76;204;4;x;x
5647;177;190;9;x;x
5648;16;163;254;x;x
5649;199;70;244;x;x
5650;254;78;199;x;x
5651;225;128;14;x;x
5652;119;80;154;x;x
5653;63;228;38;x;x
5654;228;161;4;x;x
5655;49;121;51;x;x
5656;182;152;48;x;x
5657;228;57;73;x;x
5658;45;9;171;x;x
5659;101;117;34;x;x
5660;253;190;101;x;x
5661;46;205;117;x;x
5662;254;241;19;x;x
5663;243;44;88;x;x
5664;16;191;160;x;x
5665;138;154;164;x;x
5666;155;147;16;x;x
5667;231;155;101;x;x
5668;224;106;128;x;x
5669;172;200;40;x;x
5670;93;212;115;x;x
5671;109;40;142;x;x
5672;255;1;36;x;x
5673;228;5;135;x;x
5674;163;94;33;x;x
5675;26;90;238;x;x
5676;123;165;168;x;x
5677;56;85;150;x;x
5678;239;65;13;x;x
5679;207;142;138;x;x
5680;169;65;97;x;x
5681;163;66;191;x;x
5682;61;173;206;x;x
5683;147;199;200;x;x
5684;198;142;202;x;x
5685;29;24;213;x;x
5686;231;21;239;x;x
5687;238;6;232;x;x
5688;117;198;122;x;x
5689;206;127;169;x;x
5690;59;62;0;x;x
5691;22;193;195;x;x
5692;219;117;244;x;x
5693;92;98;145;x;x
5694;87;254;1;x;x
5695;99;32;168;x;x
5696;122;234;242;x;x
5697;235;89;44;x;x
5698;250;83;165;x;x
5699;192;25;119;x;x
5700;27;246;11;x;x
5701;155;195;8;x;x
5702;174;115;130;x;x
5703;212;143;110;x;x
5704;155;7;6;x;x
5705;221;178;80;x;x
5706;16;8;205;x;x
5707;255;47;43;x;x
5708;88;27;140;x;x
5709;100;5;249;x;x
5710;17;52;222;x;x
5711;12;175;93;x;x
5712;107;178;244;x;x
5713;222;112;93;x;x
5714;166;140;244;x;x
5715;180;239;115;x;x
5716;241;169;55;x;x
5717;181;12;75;x;x
5718;47;2;54;x;x
5719;174;8;248;x;x
5720;15;220;221;x;x
5721;101;39;176;x;x
5722;206;163;30;x;x
5723;133;96;80;x;x
5724;49;148;126;x;x
5725;228;182;0;x;x
5726;117;185;63;x;x
5727;216;209;138;x;x
5728;167;5;63;x;x
5729;192;31;202;x;x
5730;4;165;41;x;x
5731;129;100;118;x;x
5732;72;124;96;x;x
5733;247;162;76;x;x
5734;77;235;112;x;x
5735;249;42;42;x;x
5736;183;18;143;x;x
5737;111;53;1;x;x
5738;223;86;212;x;x
5739;102;135;192;x;x
5740;0;186;123;x;x
5741;154;48;111;x;x
5742;123;194;178;x;x
5743;238;58;118;x;x
5744;156;242;56;x;x
5745;92;149;177;x;x
5746;92;20;189;x;x
5747;147;53;254;x;x
5748;126;134;253;x;x
5749;172;168;66;x;x
5750;234;175;0;x;x
5751;136;207;199;x;x
5752;221;9;157;x;x
5753;80;70;56;x;x
5754;81;198;246;x;x
5755;180;36;128;x;x
5756;105;196;250;x;x
5757;141;255;165;x;x
5758;150;20;171;x;x
5759;106;149;104;x;x
5760;116;150;109;x;x
5761;237;20;140;x;x
5762;224;23;192;x;x
5763;215;158;41;x;x
5764;91;63;83;x;x
5765;59;190;126;x;x
5766;148;233;30;x;x
5767;40;225;107;x;x
5768;172;14;38;x;x
5769;114;231;28;x;x
5770;141;10;163;x;x
5771;116;210;97;x;x
5772;92;53;73;x;x
5773;111;232;178;x;x
5774;248;225;129;x;x
5775;18;16;24;x;x
5776;219;153;183;x;x
5777;247;12;150;x;x
5778;5;141;89;x;x
5779;27;137;128;x;x
5780;163;232;42;x;x
5781;168;49;231;x;x
5782;191;241;147;x;x
5783;68;149;62;x;x
5784;96;96;137;x;x
5785;27;223;251;x;x
5786;230;216;196;x;x
5787;240;68;206;x;x
5788;85;248;141;x;x
5789;7;228;146;x;x
5790;211;181;174;x;x
5791;203;142;201;x;x
5792;185;145;4;x;x
5793;170;178;223;x;x
5794;77;253;75;x;x
5795;253;65;57;x;x
5796;81;162;238;x;x
5797;130;33;8;x;x
5798;69;132;79;x;x
5799;11;15;168;x;x
5800;206;189;36;x;x
5801;237;33;171;x;x
5802;33;173;176;x;x
5803;95;105;90;x;x
5804;115;177;55;x;x
5805;240;50;144;x;x
5806;220;184;52;x;x
5807;131;248;94;x;x
5808;194;129;244;x;x
5809;99;204;40;x;x
5810;71;154;54;x;x
5811;119;73;87;x;x
5812;224;122;68;x;x
5813;194;135;58;x;x
5814;64;35;179;x;x
5815;107;11;125;x;x
5816;55;79;25;x;x
5817;215;144;43;x;x
5818;178;157;233;x;x
5819;99;65;236;x;x
5820;79;82;190;x;x
5821;1;254;152;x;x
5822;245;130;189;x;x
5823;227;242;225;x;x
5824;179;5;86;x;x
5825;63;123;167;x;x
5826;210;230;251;x;x
5827;141;176;46;x;x
5828;182;225;91;x;x
5829;56;25;20;x;x
5830;46;31;72;x;x
5831;56;30;208;x;x
5832;160;212;69;x;x
5833;154;55;151;x;x
5834;122;63;235;x;x
5835;237;38;146;x;x
5836;211;140;96;x;x
5837;69;17;73;x;x
5838;191;100;11;x;x
5839;212;216;12;x;x
5840;245;184;79;x;x
5841;89;16;56;x;x
5842;53;209;146;x;x
5843;239;23;9;x;x
5844;169;126;199;x;x
5845;190;22;186;x;x
5846;9;44;185;x;x
5847;217;52;14;x;x
5848;96;98;58;x;x
5849;4;233;210;x;x
5850;203;87;235;x;x
5851;58;198;221;x;x
5852;173;199;32;x;x
5853;252;72;223;x;x
5854;226;60;138;x;x
5855;199;45;113;x;x
5856;11;85;162;x;x
5857;187;191;3;x;x
5858;201;137;182;x;x
5859;199;114;56;x;x
5860;50;169;24;x;x
5861;140;12;125;x;x
5862;247;153;253;x;x
5863;185;248;67;x;x
5864;134;109;194;x;x
5865;53;79;251;x;x
5866;74;135;180;x;x
5867;188;42;72;x;x
5868;72;234;132;x;x
5869;170;47;32;x;x
5870;172;65;127;x;x
5871;131;37;119;x;x
5872;116;83;163;x;x
5873;201;242;52;x;x
5874;10;183;117;x;x
5875;230;135;110;x;x
5876;55;181;6;x;x
5877;120;137;6;x;x
5878;8;164;71;x;x
5879;169;108;148;x;x
5880;24;35;74;x;x
5881;179;142;12;x;x
5882;65;65;25;x;x
5883;219;136;230;x;x
5884;209;78;139;x;x
5885;130;105;187;x;x
5886;1;103;33;x;x
5887;65;6;41;x;x
5888;3;249;92;x;x
5889;70;24;230;x;x
5890;92;63;204;x;x
5891;133;9;172;x;x
5892;153;151;97;x;x
5893;200;135;56;x;x
5894;241;127;120;x;x
5895;40;90;75;x;x
5896;157;107;79;x;x
5897;30;4;81;x;x
5898;220;151;19;x;x
5899;251;230;220;x;x
5900;91;170;133;x;x
5901;11;218;58;x;x
5902;66;11;242;x;x
5903;230;83;97;x;x
5904;225;216;141;x;x
5905;249;222;205;x;x
5906;213;235;32;x;x
5907;180;204;41;x;x
5908;235;210;146;x;x
5909;138;72;39;x;x
5910;65;215;173;x;x
5911;153;99;124;x;x
5912;98;161;147;x;x
5913;171;253;185;x;x
5914;91;251;34;x;x
5915;60;182;29;x;x
5916;35;72;61;x;x
5917;233;191;232;x;x
5918;202;63;56;x;x
5919;141;8;221;x;x
5920;218;210;26;x;x
5921;98;70;163;x;x
5922;213;172;186;x;x
5923;31;155;121;x;x
5924;86;187;204;x;x
5925;245;42;6;x;x
5926;32;213;96;x;x
5927;166;47;136;x;x
5928;46;236;55;x;x
5929;128;109;102;x;x
5930;62;53;110;x;x
5931;231;69;108;x;x
5932;151;26;240;x;x
5933;113;211;249;x;x
5934;154;216;34;x;x
5935;196;40;171;x;x
5936;63;54;88;x;x
5937;108;76;121;x;x
5938;77;138;76;x;x
5939;190;8;171;x;x
5940;119;104;247;x;x
5941;45;170;225;x;x
5942;199;58;239;x;x
5943;116;160;133;x;x
5944;42;248;200;x;x
5945;16;74;95;x;x
5946;8;149;41;x;x
5947;237;101;231;x;x
5948;114;187;25;x;x
5949;138;34;133;x;x
5950;49;90;93;x;x
5951;180;5;207;x;x
5952;108;112;15;x;x
5953;253;32;252;x;x
5954;86;226;144;x;x
5955;14;237;86;x;x
5956;179;238;244;x;x
5957;119;7;208;x;x
5958;12;44;53;x;x
5959;202;97;60;x;x
5960;192;209;168;x;x
5961;159;244;123;x;x
5962;169;142;22;x;x
5963;107;160;22;x;x
5964;49;64;231;x;x
5965;10;184;167;x;x
5966;10;116;16;x;x
5967;8;120;55;x;x
5968;169;115;244;x;x
5969;96;216;42;x;x
5970;50;98;14;x;x
5971;165;117;60;x;x
5972;193;114;212;x;x
5973;199;254;39;x;x
5974;238;190;3;x;x
5975;10;128;213;x;x
5976;169;24;223;x;x
5977;162;126;57;x;x
5978;153;239;100;x;x
5979;62;253;33;x;x
5980;171;162;110;x;x
5981;98;151;30;x;x
5982;36;234;172;x;x
5983;49;37;14;x;x
5984;105;213;118;x;x
5985;18;185;230;x;x
5986;45;21;180;x;x
5987;142;8;214;x;x
5988;243;191;88;x;x
5989;69;58;161;x;x
5990;241;40;187;x;x
5991;20;248;20;x;x
5992;87;209;30;x;x
5993;157;133;87;x;x
5994;130;4;199;x;x
5995;1;97;37;x;x
5996;128;133;96;x;x
5997;83;199;27;x;x
5998;55;8;74;x;x
5999;178;205;5;x;x
6000;60;43;194;x;x
6001;132;50;160;x;x
6002;211;146;179;x;x
6003;119;126;222;x;x
6004;79;234;64;x;x
6005;135;230;88;x;x
6006;131;221;206;x;x
6007;29;252;103;x;x
6008;211;240;44;x;x
6009;33;34;137;x;x
6010;3;36;128;x;x
6011;211;37;181;x;x
6012;102;146;116;x;x
6013;66;129;249;x;x
6014;223;203;80;x;x
6015;66;166;183;x;x
6016;116;3;51;x;x
6017;106;72;125;x;x
6018;115;30;227;x;x
6019;248;92;63;x;x
